item_id,model,strategy,duration_ms,tp,fp,fn,precision,recall,f1_score,ground_truth,predictions,raw_output,error,schema_valid,parse_failed,empty_response,prediction_source,mapped_rule_ids
4643564980_0,deepseek-r1-distill-llama-70b,zero-shot,43,0,0,0,0.0,0.0,0.0,1.4.6|4.1.1,,,max_input_tokens_exceeded:49931>36000,False,False,False,skipped_input_too_large,
853326546_0,deepseek-r1-distill-llama-70b,zero-shot,56,0,0,0,0.0,0.0,0.0,1.4.6|4.1.1,,,max_input_tokens_exceeded:49493>36000,False,False,False,skipped_input_too_large,
7965215914_0,deepseek-r1-distill-llama-70b,zero-shot,39,0,0,0,0.0,0.0,0.0,1.4.6|4.1.1,,,max_input_tokens_exceeded:49601>36000,False,False,False,skipped_input_too_large,
111849147_0,deepseek-r1-distill-llama-70b,zero-shot,40,0,0,0,0.0,0.0,0.0,1.4.6|4.1.1,,,max_input_tokens_exceeded:49319>36000,False,False,False,skipped_input_too_large,
2182179087_0,deepseek-r1-distill-llama-70b,zero-shot,39,0,0,0,0.0,0.0,0.0,1.4.6|4.1.1,,,max_input_tokens_exceeded:48897>36000,False,False,False,skipped_input_too_large,
37517988_0,deepseek-r1-distill-llama-70b,zero-shot,54,0,0,0,0.0,0.0,0.0,2.4.3|2.1.1|1.4.6|4.1.1,,,max_input_tokens_exceeded:50162>36000,False,False,False,skipped_input_too_large,
581517740_0,deepseek-r1-distill-llama-70b,zero-shot,40,0,0,0,0.0,0.0,0.0,1.4.6|4.1.1,,,max_input_tokens_exceeded:49333>36000,False,False,False,skipped_input_too_large,
128813600_0,deepseek-r1-distill-llama-70b,zero-shot,38,0,0,0,0.0,0.0,0.0,2.4.4|4.1.2|2.4.9|1.1.1|1.4.6|1.3.1,,,max_input_tokens_exceeded:47861>36000,False,False,False,skipped_input_too_large,
1966382623_0,deepseek-r1-distill-llama-70b,zero-shot,55,0,0,0,0.0,0.0,0.0,2.4.1|2.4.9|1.1.1|1.4.6|2.4.4|2.1.1|2.4.3|2.4.6|4.1.1|1.3.1,,,max_input_tokens_exceeded:49256>36000,False,False,False,skipped_input_too_large,
515_0,deepseek-r1-distill-llama-70b,zero-shot,33,0,0,0,0.0,0.0,0.0,2.4.4|4.1.2|2.4.9|2.4.3|1.4.3|1.4.6|2.1.1|1.3.1,,,max_input_tokens_exceeded:48838>36000,False,False,False,skipped_input_too_large,
516_0,deepseek-r1-distill-llama-70b,zero-shot,35,0,0,0,0.0,0.0,0.0,2.4.4|4.1.2|2.4.9|2.4.3|1.4.3|1.4.6|2.1.1|1.3.1,,,max_input_tokens_exceeded:48298>36000,False,False,False,skipped_input_too_large,
517_0,deepseek-r1-distill-llama-70b,zero-shot,55,0,0,0,0.0,0.0,0.0,2.4.4|4.1.2|2.4.9|2.4.3|1.4.3|1.4.6|2.1.1|1.3.1,,,max_input_tokens_exceeded:48332>36000,False,False,False,skipped_input_too_large,
5627013288_0,deepseek-r1-distill-llama-70b,zero-shot,45,0,0,0,0.0,0.0,0.0,4.1.2|2.4.9|1.4.6|2.4.4|1.4.3|2.4.6|4.1.1|1.3.1,,,max_input_tokens_exceeded:46638>36000,False,False,False,skipped_input_too_large,
8654682977_0,deepseek-r1-distill-llama-70b,zero-shot,40,0,0,0,0.0,0.0,0.0,4.1.2|1.1.1|2.4.6|1.4.6|4.1.1|1.3.1,,,max_input_tokens_exceeded:49469>36000,False,False,False,skipped_input_too_large,
4770170269_0,deepseek-r1-distill-llama-70b,zero-shot,39,0,0,0,0.0,0.0,0.0,4.1.2|2.4.9|1.1.1|1.4.6|3.1.1|2.4.4|1.4.4|1.4.3|2.4.6|4.1.1|1.3.1,,,max_input_tokens_exceeded:48666>36000,False,False,False,skipped_input_too_large,
548_0,deepseek-r1-distill-llama-70b,zero-shot,34,0,0,0,0.0,0.0,0.0,3.1.1|4.1.2|1.4.6|1.3.1,,,max_input_tokens_exceeded:48529>36000,False,False,False,skipped_input_too_large,
