item_id,model,strategy,duration_ms,tp,fp,fn,ground_truth,predictions,prediction_source,mapped_rule_ids,schema_valid,parse_failed,empty_response,error,error_class,has_prediction,raw_output_excerpt
709_0,llama-4-scout-17b-16e-instruct,zero-shot,34162,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class=\""fides-toggle-input\"" name=\""pri_2936cc91-a0d0-4927-8394-3e3724bdb36a"
716_0,llama-4-scout-17b-16e-instruct,zero-shot,30432,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"",
   ""target"": ""input"",
   ""description"": ""Switch input has inconsistent aria-label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class=\""fides-to"
710_0,llama-4-scout-17b-16e-instruct,zero-shot,30905,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"",
   ""target"": ""input"",
   ""description"": ""Switch input has inconsistent aria-label and label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class="
711_0,llama-4-scout-17b-16e-instruct,zero-shot,36342,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"",
   ""target"": ""input"",
   ""description"": ""Switch input has inconsistent aria-label and label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class="
707_0,llama-4-scout-17b-16e-instruct,zero-shot,32839,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class=\""fides-toggle-input\"" name=\""pri_2936cc91-a0d0-4927-8394-3e3724bdb36a"
713_0,llama-4-scout-17b-16e-instruct,zero-shot,34639,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class=\""fides-toggle-input\"" name=\""pri_2936cc91-a0d0-4927-8394-3e3724bdb36a"
714_0,llama-4-scout-17b-16e-instruct,zero-shot,36479,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"",
   ""target"": ""input"",
   ""description"": ""Switch input has inconsistent aria-label and label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class="
715_0,llama-4-scout-17b-16e-instruct,zero-shot,34891,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class=\""fides-toggle-input\"" name=\""pri_2936cc91-a0d0-4927-8394-3e3724bdb36a"
712_0,llama-4-scout-17b-16e-instruct,zero-shot,32865,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\""/>"",
   ""target"": ""input"",
   ""description"": ""Switch input has inconsistent aria-label and label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent labels for switch inputs."", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class="
3871549955_0,llama-4-scout-17b-16e-instruct,zero-shot,11317,0,0,2,1.4.6|4.1.1,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"{""violations"": []}"
4643564980_0,llama-4-scout-17b-16e-instruct,zero-shot,11283,0,0,2,1.4.6|4.1.1,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"{""violations"": []}"
853326546_0,llama-4-scout-17b-16e-instruct,zero-shot,12208,0,1,2,1.4.6|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' />"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
7965215914_0,llama-4-scout-17b-16e-instruct,zero-shot,12154,0,1,2,1.4.6|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' />"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
111849147_0,llama-4-scout-17b-16e-instruct,zero-shot,11964,0,1,2,1.4.6|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' />"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
2182179087_0,llama-4-scout-17b-16e-instruct,zero-shot,11874,0,1,2,1.4.6|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Table Header Lacks Text"", ""category"": ""semantic"",
   ""html"": ""<th></th>"", ""target"": ""th"",
   ""description"": ""The table header element lacks visible text."",
   ""impact"": ""minor"", ""confidence"": 0.9}
]}"
37517988_0,llama-4-scout-17b-16e-instruct,zero-shot,12625,0,1,4,1.4.6|2.1.1|4.1.1|2.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Multiple Labels"", ""category"": ""semantic"",
   ""html"": ""<input type='checkbox' id='fail2'/> <label for='fail2'>label one</label> <label for='fail2'>label two</label>"", 
   ""target"": ""input"", ""description"": ""Form field has multiple labels."", ""impact"": ""moderate"", ""confidence"": 0.9}
]}"
581517740_0,llama-4-scout-17b-16e-instruct,zero-shot,20812,0,2,2,1.4.6|4.1.1,1.3.1|3.2.4,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning to Non-Semantic Elements"", ""category"": ""semantic"",
   ""html"": ""<span class=\""m-dot-group\"">...</span>"", ""target"": ""span"",
   ""description"": ""Non-semantic element <span> used with no semantic meaning."",
   ""impact"": ""minor"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning to Non-Semantic Elements"", ""category"": ""semantic"",
   ""html"": ""<p class=\""empty-search\""></p>"", ""target"": ""p"",
   ""description"": ""Non-semantic element <p> used with no semantic meaning."",
   ""impact"": ""minor"", ""confidence"
128813600_0,llama-4-scout-17b-16e-instruct,zero-shot,40984,1,0,5,1.1.1|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning to Non-Semantic Elements"", ""category"": ""semantic"",
   ""html"": ""<div style=\""flex: auto; text-align: center; padding: 1em;\"">"",
   ""target"": ""div"",
   ""description"": ""The element is used for layout but does not have a semantic meaning."",
   ""impact"": ""moderate"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning to Non-Semantic Elements"", ""category"": ""semantic"",
   ""html"": ""<div style=\""flex: auto; text-align: center; padding: 1em; max-width: 30%;\"">"",
   ""target"": ""div"",
   ""description"": ""T"
1966382623_0,llama-4-scout-17b-16e-instruct,zero-shot,21050,1,0,9,1.1.1|2.4.1|1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|2.4.3|2.4.6|1.3.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt='' class='p2-photo' src='https://www.gannett-cdn.com/authoring/authoring-images/2025/07/23/USAT/85342296007-20250723-vpc-epstein-trump-relationship-explained-thumb-00-00-01-04-still-005.jpg?crop=1919,1079,x0,y0&amp;quality=50&amp;width=420'/>"", ""target"": ""img"",
   ""description"": ""Image lacks alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img al"
515_0,llama-4-scout-17b-16e-instruct,zero-shot,14360,1,1,7,2.4.3|1.3.1|1.4.6|2.1.1|2.4.4|2.4.9|4.1.2|1.4.3,1.3.1|1.3.5,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class=\""search-form__input\"" id=\""\"" name=\""s\"" placeholder=\""Search\"" type=\""search\"" value=\""\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.5"", ""violationName"": ""Incorrect Semantics"", ""category"": ""semantic"",
   ""html"": ""<div class=\""adthrive-player-settings-page-item-value\""></div>"", ""target"": ""div"",
   ""description"": ""Multiple elements with role='button' do not have an aria-lab"
516_0,llama-4-scout-17b-16e-instruct,zero-shot,13708,1,1,7,2.4.3|1.3.1|1.4.6|2.1.1|2.4.4|2.4.9|4.1.2|1.4.3,1.3.1|1.3.5,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class=\""search-form__input\"" id=\""\"" name=\""s\"" placeholder=\""Search\"" type=\""search\"" value=\""\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.5"", ""violationName"": ""Incorrect Semantics"", ""category"": ""semantic"",
   ""html"": ""<div class=\""logo-block__tagline\"">Fit isn't a size. It's a feeling.</div>"", ""target"": ""div"",
   ""description"": ""Content does not match the element's role."",
   "
517_0,llama-4-scout-17b-16e-instruct,zero-shot,15419,1,2,7,2.4.3|1.3.1|1.4.6|2.1.1|2.4.4|2.4.9|4.1.2|1.4.3,1.3.1|1.3.5|3.2.4,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class=\""search-form__input\"" id=\""\"" name=\""s\"" placeholder=\""Search\"" type=\""search\"" value=\""\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.5"", ""violationName"": ""Incorrect Use of Aria-Current"", ""category"": ""semantic"",
   ""html"": ""<span aria-current=\""page\"" class=\""pagination__link-label\"">1</span>"", ""target"": ""span"",
   ""description"": ""Aria-current used on a non-interactive ele"
5627013288_0,llama-4-scout-17b-16e-instruct,zero-shot,73148,1,0,7,1.4.6|2.4.9|2.4.4|4.1.1|4.1.2|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Icon-only Images"", ""category"": ""semantic"",
   ""html"": ""<svg aria-describedby=\""desc\"" aria-labelledby=\""title\"" role=\""img\"" viewbox=\""0 0 64 64\"" xmlns=\""http://www.w3.org/2000/svg\"" xmlns:xlink=\""http://www.w3.org/1999/xlink\""><path d=\""M41.999 20.002l-22 22m22 0L20 20\""></path></svg>"", ""target"": ""svg"",
   ""description"": ""Icon-only images require alternative text for screen reader users."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Ic"
8654682977_0,llama-4-scout-17b-16e-instruct,zero-shot,18247,1,0,5,2.4.6|1.1.1|1.3.1|1.4.6|4.1.1|4.1.2,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input name='keys' placeholder='Search Here...' type='text'/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<button class='close' type='button'><svg class='svg-close' height='18' viewbox='0 0 18 18' width='18' xmlns='http://www.w3.org/2000/svg'><path d='M12.412,9l5.117-5.117a1.609,1.609,0,0,0,0-2.275L16.392.471a1.609,1"
4770170269_0,llama-4-scout-17b-16e-instruct,zero-shot,12524,1,0,10,1.1.1|1.4.6|2.4.9|2.4.4|4.1.1|4.1.2|2.4.6|1.3.1|3.1.1|1.4.4|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input autocomplete='off' class='search-form_input' id='txtSearch' name='s' placeholder='' spellcheck='false' type='text'/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
548_0,llama-4-scout-17b-16e-instruct,zero-shot,15369,1,0,3,1.3.1|3.1.1|1.4.6|4.1.2,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Table lacks header cells."", ""category"": ""semantic"",
   ""html"": ""<table border=\""0\"" cellpadding=\""0\"" cellspacing=\""0\"" width=\""663\"">\n<tbody>\n<tr>\n<td valign=\""bottom\"" width=\""125\""><strong>First Name</strong></td>\n<td valign=\""bottom\"" width=\""144\""><strong>Last Name</strong></td>\n<td valign=\""bottom\"" width=\""140\""><strong>Hometown</strong></td>\n<td valign=\""bottom\"" width=\""253\""><strong>High School</strong></td>\n</tr>"",
   ""target"": ""table"",
   ""description"": ""Table lacks proper header markup."",
   ""impact"": ""serious"", ""co"
6666281102_0,llama-4-scout-17b-16e-instruct,zero-shot,16873,1,0,2,1.4.6|2.4.6|1.3.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Search\"" class=\""w-100\"" name=\""q\"" type=\""text\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Inconsistent Labels"", ""category"": ""semantic"",
   ""html"": ""<button class=\""submit btn font-weight-bold px-3 btn-primary md-and-above-only\"" type=\""submit\"">\n              Search\n            </button><div class=\""sm-and-below-only d-flex pt-3\""><button c"
5424827103_0,llama-4-scout-17b-16e-instruct,zero-shot,15845,1,0,0,1.3.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class=\""form-text\"" data-drupal-selector=\""edit-keywords\"" id=\""edit-keywords\"" maxlength=\""128\"" name=\""keywords\"" placeholder=\""Search\"" size=\""30\"" type=\""text\"" value=\""\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input autocomplete=\""off\"" class=\""form-text\"" data-drupal-selector=\""edit-url\"" id=\""ed"
1499175565_0,llama-4-scout-17b-16e-instruct,zero-shot,8419,1,1,1,1.3.1|3.1.1,1.3.1|1.4.4,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.4.4"", ""violationName"": ""Resize Text"", ""category"": ""visual"", 
   ""html"": ""<center><h1>403 Forbidden</h1></center>"", ""target"": ""center"",
   ""description"": ""Centered text does not resize within the viewport."",
   ""impact"": ""moderate"", ""confidence"": 0.8},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning"", ""category"": ""semantic"",
   ""html"": ""<center><h1>403 Forbidden</h1></center>"", ""target"": ""center"",
   ""description"": ""Center element is deprecated; use CSS for layout."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
8649911099_0,llama-4-scout-17b-16e-instruct,zero-shot,11124,1,0,2,1.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class=\""form-search\"" data-drupal-selector=\""edit-keys\"" id=\""edit-keys\"" maxlength=\""128\"" name=\""keys\"" placeholder=\""Search\"" size=\""20\"" type=\""search\"" value=\""\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
8773059234_0,llama-4-scout-17b-16e-instruct,zero-shot,24502,1,0,4,2.4.6|1.3.1|1.4.6|4.1.1|4.1.2,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image"", ""category"": ""semantic"",
   ""html"": ""<img alt='' height='70' src='https://assets.openstax.org/oscms-prodcms/media/original_images/Blue_White_Cute_Simple_Doodle_iOS_Icon.png' width='70'/>"", ""target"": ""img"",
   ""description"": ""Image lacks alternative text."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image"", ""category"": ""semantic"",
   ""html"": ""<img alt='' class='richtext-image full-width' height='240' src='https://assets.openstax.org/"
