item_id,web_url_id,html_file,web_url,user_prompt_chars,system_prompt_chars,user_prompt_tokens,system_prompt_tokens,total_input_tokens,token_count_method,prompt_truncated_marker_present,has_dom_section,has_schema_hint,image_count
587130571_0,587130571,www_apple_com_store.html,https://www.apple.com/store,120593,206,39992,38,40030,tiktoken_cl100k_base,True,True,True,0
3038375729_0,3038375729,www_arcgis_com_home.html,https://www.arcgis.com,28945,206,8423,38,8461,tiktoken_cl100k_base,False,True,True,0
7947636348_0,7947636348,www_archives_gov_home.html,https://www.archives.gov,49064,206,15840,38,15878,tiktoken_cl100k_base,False,True,True,0
2588940216_0,2588940216,www_arrow-player_com_home.html,https://www.arrow-player.com,120593,206,51436,38,51474,tiktoken_cl100k_base,True,True,True,0
21_0,21,www_arstechnica_com_home.html,https://www.arstechnica.com,120593,206,41810,38,41848,tiktoken_cl100k_base,True,True,True,0
7604830192_0,7604830192,www_article_com_home.html,https://www.article.com,120593,206,44559,38,44597,tiktoken_cl100k_base,True,True,True,0
276_0,276,www_arts_gov_home.html,https://www.arts.gov,84562,206,25049,38,25087,tiktoken_cl100k_base,False,True,True,0
1058560753_0,1058560753,www_arxiv_org_home.html,https://www.arxiv.org,44626,206,14424,38,14462,tiktoken_cl100k_base,False,True,True,0
1248925021_0,1248925021,www_athletic_live_home.html,https://www.athletic.live,120593,206,42723,38,42761,tiktoken_cl100k_base,True,True,True,0
9053765347_0,9053765347,www_auchan_com_home.html,https://www.auchan.com,46278,206,9344,38,9382,tiktoken_cl100k_base,False,True,True,0
113_0,113,www_avocadu_com_home.html,https://www.avocadu.com,120593,206,41287,38,41325,tiktoken_cl100k_base,True,True,True,0
2542497289_0,2542497289,www_azcentral_com_home.html,https://www.azcentral.com,620,206,156,38,194,tiktoken_cl100k_base,False,True,True,0
9752502690_0,9752502690,www_bangkokpost_com_home.html,https://www.bangkokpost.com,120593,206,37046,38,37084,tiktoken_cl100k_base,True,True,True,0
281_0,281,www_bbc_com_home.html,https://www.bbc.com,120593,206,45530,38,45568,tiktoken_cl100k_base,True,True,True,0
1041759486_0,1041759486,www_bbc_com_news.html,https://www.bbc.com/news,120593,206,47539,38,47577,tiktoken_cl100k_base,True,True,True,0
9936752400_0,9936752400,www_bbg_gov_home.html,https://www.bbg.gov,56369,206,16459,38,16497,tiktoken_cl100k_base,False,True,True,0
1036859048_0,1036859048,www_bea_gov_home.html,https://www.bea.gov,89669,206,24417,38,24455,tiktoken_cl100k_base,False,True,True,0
2178564963_0,2178564963,www_beautybay_com_home.html,https://www.beautybay.com,120593,206,25168,38,25206,tiktoken_cl100k_base,True,True,True,0
8728895407_0,8728895407,www_benefits_gov_home.html,https://www.benefits.gov,42779,206,11530,38,11568,tiktoken_cl100k_base,False,True,True,0
4843063990_0,4843063990,www_bia_gov_home.html,https://www.bia.gov,120593,206,43453,38,43491,tiktoken_cl100k_base,True,True,True,0
1539544757_0,1539544757,www_bibme_org_home.html,https://www.bibme.org,120593,206,39132,38,39170,tiktoken_cl100k_base,True,True,True,0
96_0,96,www_bigcartel_com_home.html,https://www.bigcartel.com,120593,206,68356,38,68394,tiktoken_cl100k_base,True,True,True,0
3150148978_0,3150148978,www_bigcommerce_com_home.html,https://www.bigcommerce.com,120593,206,46023,38,46061,tiktoken_cl100k_base,True,True,True,0
1270397352_0,1270397352,www_bioconductor_org_home.html,https://www.bioconductor.org,37300,206,11174,38,11212,tiktoken_cl100k_base,False,True,True,0
8437119697_0,8437119697,www_bitbucket_org_home.html,https://www.bitbucket.org,120593,206,53953,38,53991,tiktoken_cl100k_base,True,True,True,0
250_0,250,www_blackboard_com_home.html,https://www.blackboard.com,86652,206,29573,38,29611,tiktoken_cl100k_base,False,True,True,0
6465448582_0,6465448582,www_boohoo_com_home.html,https://www.boohoo.com,1504,206,410,38,448,tiktoken_cl100k_base,False,True,True,0
3731007183_0,3731007183,www_bookwidgets_com_home.html,https://www.bookwidgets.com,15083,206,4694,38,4732,tiktoken_cl100k_base,False,True,True,0
8818139023_0,8818139023,www_boomplay_com_home.html,https://www.boomplay.com,120593,206,37509,38,37547,tiktoken_cl100k_base,True,True,True,0
7124602025_0,7124602025,www_bostonglobe_com_home.html,https://www.bostonglobe.com,120593,206,36261,38,36299,tiktoken_cl100k_base,True,True,True,0
5827428762_0,5827428762,www_brainpop_com_home.html,https://www.brainpop.com,120593,206,37103,38,37141,tiktoken_cl100k_base,True,True,True,0
3377503893_0,3377503893,www_brilliant_org_home.html,https://www.brilliant.org,120593,206,56207,38,56245,tiktoken_cl100k_base,True,True,True,0
114166897_0,114166897,www_britbox_com_home.html,https://www.britbox.com,120593,206,36024,38,36062,tiktoken_cl100k_base,True,True,True,0
368_0,368,www_buzzfeednews_com_home.html,https://www.buzzfeednews.com,120593,206,35505,38,35543,tiktoken_cl100k_base,True,True,True,0
266_0,266,www_canada_ca_home.html,https://www.canada.ca,95259,206,27164,38,27202,tiktoken_cl100k_base,False,True,True,0
388_0,388,www_cancer_gov_home.html,https://www.cancer.gov,44856,206,12693,38,12731,tiktoken_cl100k_base,False,True,True,0
259_0,259,www_canvas_net_home.html,https://www.canvas.net,120593,206,39909,38,39947,tiktoken_cl100k_base,True,True,True,0
249_0,249,www_canvaslms_com_home.html,https://www.canvaslms.com,120593,206,31424,38,31462,tiktoken_cl100k_base,True,True,True,0
5008414810_0,5008414810,www_carrefour_com_home.html,https://www.carrefour.com,32316,206,9822,38,9860,tiktoken_cl100k_base,False,True,True,0
5653366561_0,5653366561,www_cbsnews_com_home.html,https://www.cbsnews.com/,120593,206,36806,38,36844,tiktoken_cl100k_base,True,True,True,0
3472695288_0,3472695288,www_cdc_gov_home.html,https://www.cdc.gov,59946,206,16985,38,17023,tiktoken_cl100k_base,False,True,True,0
2279899774_0,2279899774,www_cisa_gov_home.html,https://www.cisa.gov,94388,206,25677,38,25715,tiktoken_cl100k_base,False,True,True,0
5318769506_0,5318769506,www_citizen_co_za_home.html,https://www.citizen.co.za,120593,206,39931,38,39969,tiktoken_cl100k_base,True,True,True,0
255_0,255,www_ck12_org_home.html,https://www.ck12.org,1504,206,407,38,445,tiktoken_cl100k_base,False,True,True,0
3951256293_0,3951256293,www_classdojo_com_home.html,https://www.classdojo.com,120593,206,47819,38,47857,tiktoken_cl100k_base,True,True,True,0
258_0,258,www_classpoint_io_home.html,https://www.classpoint.io,120593,206,48306,38,48344,tiktoken_cl100k_base,True,True,True,0
339464061_0,339464061,www_cleveland_com_home.html,https://www.cleveland.com,120593,206,40929,38,40967,tiktoken_cl100k_base,True,True,True,0
319_0,319,www_clevelandclinic_org_home.html,https://www.clevelandclinic.org,61430,206,14800,38,14838,tiktoken_cl100k_base,False,True,True,0
1782594227_0,1782594227,www_cliffsnotes_com_home.html,https://www.cliffsnotes.com,4820,206,1203,38,1241,tiktoken_cl100k_base,False,True,True,0
8491823152_0,8491823152,www_cloudacademy_com_home.html,https://www.cloudacademy.com,120593,206,37107,38,37145,tiktoken_cl100k_base,True,True,True,0
1488388154_0,1488388154,www_cnet_com_home.html,https://www.cnet.com/,120593,206,40034,38,40072,tiktoken_cl100k_base,True,True,True,0
4246706624_0,4246706624,www_cnn_com_home.html,https://www.cnn.com,745,206,188,38,226,tiktoken_cl100k_base,False,True,True,0
2103007653_0,2103007653,www_code_org_home.html,https://www.code.org,120593,206,42067,38,42105,tiktoken_cl100k_base,True,True,True,0
424_0,424,www_codecademy_com_home.html,https://www.codecademy.com,120593,206,36947,38,36985,tiktoken_cl100k_base,True,True,True,0
2839400116_0,2839400116,www_codechef_com_home.html,https://www.codechef.com,83288,206,19886,38,19924,tiktoken_cl100k_base,False,True,True,0
5052508376_0,5052508376,www_codewars_com_home.html,https://www.codewars.com,120593,206,56645,38,56683,tiktoken_cl100k_base,True,True,True,0
4840230107_0,4840230107,www_collegevine_com_home.html,https://www.collegevine.com,120593,206,68583,38,68621,tiktoken_cl100k_base,True,True,True,0
7100506634_0,7100506634,www_commonlit_org_home.html,https://www.commonlit.org,120593,206,36872,38,36910,tiktoken_cl100k_base,True,True,True,0
4763170911_0,4763170911,www_connectedpapers_com_home.html,https://www.connectedpapers.com/,26312,206,10337,38,10375,tiktoken_cl100k_base,False,True,True,0
275_0,275,www_consumer_gov_home.html,https://www.consumer.gov,1074,206,281,38,319,tiktoken_cl100k_base,False,True,True,0
3629420269_0,3629420269,www_conted_ox_ac_uk_home.html,https://www.conted.ox.ac.uk,120593,206,22571,38,22609,tiktoken_cl100k_base,True,True,True,0
2001421671_0,2001421671,www_coursera_org_home.html,https://www.coursera.org,120593,206,38144,38,38182,tiktoken_cl100k_base,True,True,True,0
2761488864_0,2761488864,www_criterionchannel_com_home.html,https://www.criterionchannel.com,56603,206,13736,38,13774,tiktoken_cl100k_base,False,True,True,0
3479547415_0,3479547415,www_ctvnews_ca_home.html,https://www.ctvnews.ca,120593,206,42794,38,42832,tiktoken_cl100k_base,True,True,True,0
7386667211_0,7386667211,www_curiositystream_com_home.html,https://www.curiositystream.com,120593,206,43413,38,43451,tiktoken_cl100k_base,True,True,True,0
5671992993_0,5671992993,www_curriki_org_home.html,https://www.curriki.org,120593,206,44468,38,44506,tiktoken_cl100k_base,True,True,True,0
5258548666_0,5258548666,www_dailyburn_com_home.html,https://www.dailyburn.com,120593,206,39780,38,39818,tiktoken_cl100k_base,True,True,True,0
230914312_0,230914312,www_dailymail_co_uk_home.html,https://www.dailymail.co.uk,120593,206,41046,38,41084,tiktoken_cl100k_base,True,True,True,0
7669162755_0,7669162755,www_dailymotion_com_de.html,https://www.dailymotion.com/de,120593,206,55546,38,55584,tiktoken_cl100k_base,True,True,True,0
401_0,401,www_dailymotion_com_home.html,https://www.dailymotion.com,120593,206,55683,38,55721,tiktoken_cl100k_base,True,True,True,0
9402057227_0,9402057227,www_databricks_com_home.html,https://www.databricks.com,120593,206,40064,38,40102,tiktoken_cl100k_base,True,True,True,0
7443295495_0,7443295495,www_dazn_com_home.html,https://www.dazn.com,120593,206,41011,38,41049,tiktoken_cl100k_base,True,True,True,0
1850054633_0,1850054633,www_deeplearning_ai_home.html,https://www.deeplearning.ai,120593,206,43094,38,43132,tiktoken_cl100k_base,True,True,True,0
3962126274_0,3962126274,www_dell_com_home.html,https://www.dell.com,871,206,248,38,286,tiktoken_cl100k_base,False,True,True,0
7273535364_0,7273535364,www_denverpost_com_home.html,https://www.denverpost.com,120593,206,38165,38,38203,tiktoken_cl100k_base,True,True,True,0
6479190649_0,6479190649,www_detroitnews_com_home.html,https://www.detroitnews.com,120593,206,34299,38,34337,tiktoken_cl100k_base,True,True,True,0
9394068939_0,9394068939,www_dhs_gov_home.html,https://www.dhs.gov,120593,206,28864,38,28902,tiktoken_cl100k_base,True,True,True,0
9995178363_0,9995178363,www_digitaltrends_com_home.html,https://www.digitaltrends.com,120593,206,42914,38,42952,tiktoken_cl100k_base,True,True,True,0
510_0,510,www_discovermagazine_com_health.html,https://www.discovermagazine.com/health,47793,206,16931,38,16969,tiktoken_cl100k_base,False,True,True,0
27_0,27,www_discovermagazine_com_home.html,https://www.discovermagazine.com,85882,206,30248,38,30286,tiktoken_cl100k_base,False,True,True,0
509_0,509,www_discovermagazine_com_technology.html,https://www.discovermagazine.com/technology,120593,206,42953,38,42991,tiktoken_cl100k_base,True,True,True,0
447677652_0,447677652,www_disneyplus_com_home.html,https://www.disneyplus.com,120593,206,33300,38,33338,tiktoken_cl100k_base,True,True,True,0
8047369079_0,8047369079,www_dnaindia_com_home.html,https://www.dnaindia.com,120593,206,35290,38,35328,tiktoken_cl100k_base,True,True,True,0
