item_id,model,strategy,duration_ms,tp,fp,fn,precision,recall,f1_score,ground_truth,predictions,raw_output,error,schema_valid,parse_failed,empty_response,prediction_source,mapped_rule_ids
709_0,gemma-3-27b-it,zero-shot,4399,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
716_0,gemma-3-27b-it,zero-shot,4257,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"{""violations"": []}",no_wcag_codes_extracted,True,False,False,json_no_codes,
710_0,gemma-3-27b-it,zero-shot,4345,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
711_0,gemma-3-27b-it,zero-shot,4273,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"{""violations"": []}",no_wcag_codes_extracted,True,False,False,json_no_codes,
707_0,gemma-3-27b-it,zero-shot,4336,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
713_0,gemma-3-27b-it,zero-shot,4355,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
714_0,gemma-3-27b-it,zero-shot,4261,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"{""violations"": []}",no_wcag_codes_extracted,True,False,False,json_no_codes,
715_0,gemma-3-27b-it,zero-shot,4253,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"{""violations"": []}",no_wcag_codes_extracted,True,False,False,json_no_codes,
712_0,gemma-3-27b-it,zero-shot,4361,0,0,10,0.0,0.0,0.0,2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
3871549955_0,gemma-3-27b-it,zero-shot,7338,0,1,2,0.0,0.0,0.0,4.1.1|1.4.6,1.1.1,"```json
{""violations"": [
  {""wcagCode"": ""1.1.1"", ""violationName"": ""Non-text Content"", ""category"": ""semantic"", ""html"": ""<img alt=\""Deque University logo\"" src=\""assets/images/logos/Deque_DequeU_Logo_White.png\"" style=\""height: 50px; margin-top: -5px;\""/>"", ""target"": ""img"", ""description"": ""Image lacks alternative text."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
4643564980_0,gemma-3-27b-it,zero-shot,7074,0,1,2,0.0,0.0,0.0,4.1.1|1.4.6,4.1.2,"```json
{""violations"": [
  {""wcagCode"": ""4.1.2"", ""violationName"": ""Missing Label or Role Value"", ""category"": ""semantic"", ""html"": ""<img alt=\""\"" src=\""images/stars.jpg\"">"", ""target"": ""img"", ""description"": ""Image element is missing an accessible name (e.g., alt text).  This impacts users of assistive technology."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
853326546_0,gemma-3-27b-it,zero-shot,13315,0,1,2,0.0,0.0,0.0,4.1.1|1.4.6,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""meter\"" id=\""empty\""></div>"", ""target"": ""div"", ""description"": ""Aria meter element does not have an accessible name (label, aria-labelledby or aria-describedby)."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""meter\"" id=\""alempty\"" aria-label=\""\""></div>"", ""target"": ""div"", ""description"": ""Aria meter element has an empty aria-label attribute, which does not provide a discernible name."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""meter\"" id=\""albmissing\"" aria-labelledby=\""nonexistent\""></div>"", ""target"": ""div"", ""description"": ""Aria meter element has an aria-labelledby attribute pointing to a non-existent element, which does not provide a discernible name."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""meter\"" id=\""albempty\"" aria-labelledby=\""emptydiv\""></div><div id=\""emptydiv\""></div>"", ""target"": ""div"", ""description"": ""Aria meter element has an aria-labelledby attribute pointing to an empty div, which does not provide a discernible name."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
7965215914_0,gemma-3-27b-it,zero-shot,9087,0,1,2,0.0,0.0,0.0,4.1.1|1.4.6,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<button aria-describedby=\""cookie-alert-text\"" class=\""cookie-alert-button\"" id=\""cookie-alert-accept\"" onclick=\""recordUserResponse(1, 1)\"">Accept</button>"", ""target"": ""button"", ""description"": ""Button lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<button class=\""cookie-alert-button\"" onclick=\""recordUserResponse(0, 1)\"">Decline</button>"", ""target"": ""button"", ""description"": ""Button lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
111849147_0,gemma-3-27b-it,zero-shot,12815,0,1,2,0.0,0.0,0.0,4.1.1|1.4.6,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""treeitem\"" id=\""empty\""></div>"", ""target"": ""div"", ""description"": ""Tree item lacks an accessible name."", ""impact"": ""serious"", ""confidence"": 0.95},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""treeitem\"" id=\""alempty\"" aria-label=\""\""></div>"", ""target"": ""div"", ""description"": ""Tree item has an empty aria-label attribute, providing no accessible name."", ""impact"": ""serious"", ""confidence"": 0.95},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""treeitem\"" id=\""albmissing\"" aria-labelledby=\""nonexistent\""></div>"", ""target"": ""div"", ""description"": ""Tree item has an aria-labelledby attribute pointing to a non-existent element, providing no accessible name."", ""impact"": ""serious"", ""confidence"": 0.95},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""treeitem\"" id=\""albempty\"" aria-labelledby=\""emptydiv\""></div><div id=\""emptydiv\""></div>"", ""target"": ""div"", ""description"": ""Tree item has an aria-labelledby attribute pointing to an empty element, providing no accessible name."", ""impact"": ""serious"", ""confidence"": 0.95}
]}
```",,True,False,False,json,
2182179087_0,gemma-3-27b-it,zero-shot,6333,0,1,2,0.0,0.0,0.0,4.1.1|1.4.6,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<th aria-label=\""Student Name\""></th>"", ""target"": ""th"", ""description"": ""Table header element lacks visible text content."", ""impact"": ""minor"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
37517988_0,gemma-3-27b-it,zero-shot,6455,0,1,4,0.0,0.0,0.0,2.1.1|4.1.1|2.4.3|1.4.6,3.3.2,"```json
{""violations"": [
  {""wcagCode"": ""3.3.2"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' />"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
581517740_0,gemma-3-27b-it,zero-shot,9596,0,1,2,0.0,0.0,0.0,4.1.1|1.4.6,2.5.8,"```json
{""violations"": [
  {""wcagCode"": ""2.5.8"", ""violationName"": ""Target Size"", ""category"": ""semantic"", ""html"": ""<button aria-describedby=\""cookie-alert-text\"" class=\""cookie-alert-button\"" id=\""cookie-alert-accept\"" onclick=\""recordUserResponse(1, 1)\"">\n            Accept        </button>"", ""target"": ""button#cookie-alert-accept"", ""description"": ""Touch target is too small."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""2.5.8"", ""violationName"": ""Target Size"", ""category"": ""semantic"", ""html"": ""<button class=\""cookie-alert-button\"" onclick=\""recordUserResponse(0, 1)\"">\n            Decline        </button>"", ""target"": ""button[onclick='recordUserResponse(0, 1)']"", ""description"": ""Touch target is too small."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
128813600_0,gemma-3-27b-it,zero-shot,4524,0,0,6,0.0,0.0,0.0,1.3.1|1.4.6|2.4.4|1.1.1|2.4.9|4.1.2,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
1966382623_0,gemma-3-27b-it,zero-shot,9397,1,0,9,1.0,0.1,0.1818,2.4.3|2.1.1|2.4.6|2.4.1|1.3.1|1.4.6|2.4.4|1.1.1|2.4.9|4.1.1,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<a class=\""icon-container\"" href=\""/\"" id=\""logoContainer\""><img alt=\""USA TODAY\"" class=\""expand-icon\"" id=\""logo\"" src=\""https://www.gannett-cdn.com/gannett-web/properties/usatoday/logos-and-branding/logo-compact.svg\""/></a>"", ""target"": ""img#logo"", ""description"": ""Image used as a link lacks alternative text that describes the destination."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
515_0,gemma-3-27b-it,zero-shot,5084,0,0,8,0.0,0.0,0.0,1.3.1|2.4.3|1.4.3|1.4.6|2.1.1|2.4.4|2.4.9|4.1.2,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
516_0,gemma-3-27b-it,zero-shot,9169,1,0,7,1.0,0.125,0.2222,1.3.1|2.4.3|1.4.3|1.4.6|2.1.1|2.4.4|2.4.9|4.1.2,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class=\""search-form__input\"" id=\""\"" name=\""s\"" placeholder=\""Search\"" type=\""search\"" value=\""\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<button class=\""search-form__submit\"" type=\""submit\""><span class=\""search-form__submit-label\"">Search</span><span class=\""search-form__submit-icon\""></span></button>"", ""target"": ""button"",
   ""description"": ""Form button lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
517_0,gemma-3-27b-it,zero-shot,29012,1,0,7,1.0,0.125,0.2222,1.3.1|2.4.3|1.4.3|1.4.6|2.1.1|2.4.4|2.4.9|4.1.2,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label - Social Media Links"", ""category"": ""semantic"",
   ""html"": ""<li class=\""menu-item menu-item-type-custom menu-item-object-custom menu-item-307577\"" id=\""menu-item-307577\""><a class=\""external\"" href=\""http://instagram.com/fitbottomedgirl\"" rel=\""nofollow\"" target=\""_blank\""><span>Instagram</span><i></i></a></li>"", ""target"": ""a"",
   ""description"": ""Social media link lacks a discernible label for screen reader users."",
   ""impact"": ""moderate"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label - Social Media Links"", ""category"": ""semantic"",
   ""html"": ""<li class=\""menu-item menu-item-type-custom menu-item-object-custom menu-item-307578\"" id=\""menu-item-307578\""><a class=\""external\"" href=\""http://www.facebook.com/pages/Fit-Bottomed-Girls/15340352283\"" rel=\""nofollow\"" target=\""_blank\""><span>Facebook</span><i></i></a></li>"", ""target"": ""a"",
   ""description"": ""Social media link lacks a discernible label for screen reader users."",
   ""impact"": ""moderate"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label - Social Media Links"", ""category"": ""semantic"",
   ""html"": ""<li class=\""menu-item menu-item-type-custom menu-item-object-custom menu-item-307579\"" id=\""menu-item-307579\""><a class=\""external\"" href=\""http://pinterest.com/fitbottomedgirl/\"" rel=\""nofollow\"" target=\""_blank\""><span>Pinterest</span><i></i></a></li>"", ""target"": ""a"",
   ""description"": ""Social media link lacks a discernible label for screen reader users."",
   ""impact"": ""moderate"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label - Social Media Links"", ""category"": ""semantic"",
   ""html"": ""<li class=\""menu-item menu-item-type-custom menu-item-object-custom menu-item-307580\"" id=\""menu-item-307580\""><a class=\""external\"" href=\""http://twitter.com/fitbottomedgirl\"" rel=\""nofollow\"" target=\""_blank\""><span>Twitter</span><i></i></a></li>"", ""target"": ""a"",
   ""description"": ""Social media link lacks a discernible label for screen reader users."",
   ""impact"": ""moderate"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label - Social Media Links"", ""category"": ""semantic"",
   ""html"": ""<li class=\""menu-item menu-item-type-custom menu-item-object-custom menu-item-307581\"" id=\""menu-item-307581\""><a class=\""external\"" href=\""http://www.youtube.com/user/FitBottomedGirls\"" rel=\""nofollow\"" target=\""_blank\""><span>YouTube</span><i></i></a></li>"", ""target"": ""a"",
   ""description"": ""Social media link lacks a discernible label for screen reader users."",
   ""impact"": ""moderate"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label - Social Media Links"", ""category"": ""semantic"",
   ""html"": ""<li class=\""menu-item--podcast menu-item menu-item-type-custom menu-item-object-custom menu-item-307582\"" id=\""menu-item-307582\""><a class=\""external\"" href=\""https://open.spotify.com/user/22lhole73uomlctbynrtmdmei\"" rel=\""nofollow\"" target=\""_blank\""><span>Spotify</span><i></i></a></li>"", ""target"": ""a"",
   ""description"": ""Social media link lacks a discernible label for screen reader users."",
   ""impact"": ""moderate"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label - Contact Link"", ""category"": ""semantic"",
   ""html"": ""<li class=\""menu-item menu-item-type-post_type menu-item-object-page menu-item-307522\"" id=\""menu-item-307522\""><a href=\""https://fitbottomedgirls.com/about-us/contact/\"">Contact Us</a></li>"", ""target"": ""a"",
   ""description"": ""Link text 'Contact Us' is not descriptive enough."",
   ""impact"": ""moderate"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
5627013288_0,gemma-3-27b-it,zero-shot,6987,1,0,7,1.0,0.125,0.2222,1.4.3|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<input aria-label=\""search\"" class=\""form-control form-control-lg rounded-pill border-0 shadow-sm\"" name=\""text\"" placeholder=\""Search for resources...\"" type=\""search\""/>"", ""target"": ""input"", ""description"": ""Form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
8654682977_0,gemma-3-27b-it,zero-shot,21738,2,1,4,0.6667,0.3333,0.4444,1.3.1|1.4.6|2.4.6|1.1.1|4.1.2|4.1.1,1.1.1|1.3.1|1.4.3,"```json
{""violations"": [
  {""wcagCode"": ""1.1.1"", ""violationName"": ""Non-text Content"", ""category"": ""semantic"", ""html"": ""<img alt=\""Home\"" class=\""img-fluid\"" src=\""/sites/default/files/LibreTexts_logo_full_nobg.png\""/>"", ""target"": ""img"", ""description"": ""Image lacks alternative text."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<input name=\""keys\"" placeholder=\""Search Here...\"" type=\""text\""/>"", ""target"": ""input"", ""description"": ""Form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.4.3"", ""violationName"": ""Contrast (Graphical Objects and Components)"", ""category"": ""semantic"", ""html"": ""<svg class=\""right-svg\"" height=\""150\"" viewbox=\""0 0 247.5 150\"" width=\""247.5\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M435.2,199.67l-98.281,97.316-98.879-96.7L213.475,225.7,336.328,349.67,460.975,226.319Z\"" data-name=\""Path 40189\"" fill=\""#1a1a1a\"" fill-rule=\""evenodd\"" transform=\""translate(-213.475 -199.67)\""></path></svg>"", ""target"": ""svg"", ""description"": ""Insufficient contrast between the graphic and its background."", ""impact"": ""moderate"", ""confidence"": 0.8},
  {""wcagCode"": ""1.4.3"", ""violationName"": ""Contrast (Graphical Objects and Components)"", ""category"": ""semantic"", ""html"": ""<svg class=\""right-svg\"" height=\""150\"" viewbox=\""0 0 247.5 150\"" width=\""247.5\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M435.2,199.67l-98.281,97.316-98.879-96.7L213.475,225.7,336.328,349.67,460.975,226.319Z\"" data-name=\""Path 40189\"" fill=\""#1a1a1a\"" fill-rule=\""evenodd\"" transform=\""translate(-213.475 -199.67)\""></path></svg>"", ""target"": ""path"", ""description"": ""Insufficient contrast between the graphic and its background."", ""impact"": ""moderate"", ""confidence"": 0.8}
]}
```",,True,False,False,json,
4770170269_0,gemma-3-27b-it,zero-shot,7096,1,0,10,1.0,0.0909,0.1667,3.1.1|1.4.4|1.4.3|2.4.6|1.3.1|1.4.6|2.4.4|1.1.1|2.4.9|4.1.2|4.1.1,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input autocomplete=\""off\"" class=\""search-form_input\"" id=\""txtSearch\"" name=\""s\"" placeholder=\""\"" spellcheck=\""false\"" type=\""text\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
548_0,gemma-3-27b-it,zero-shot,8284,1,0,3,1.0,0.25,0.4,1.3.1|3.1.1|1.4.6|4.1.2,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<input alt=\""Search box\"" name=\""q\"" size=\""18\"" type=\""text\""/>"", ""target"": ""input"", ""description"": ""Form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<input title=\""Search\"" type=\""submit\"" value=\""Search\""/>"", ""target"": ""input"", ""description"": ""Form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```",,True,False,False,json,
6666281102_0,gemma-3-27b-it,zero-shot,4891,0,0,3,0.0,0.0,0.0,1.3.1|2.4.6|1.4.6,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
5424827103_0,gemma-3-27b-it,zero-shot,4402,0,0,1,0.0,0.0,0.0,1.3.1,,"```json
{""violations"": []}
```",no_wcag_codes_extracted,True,False,False,json_no_codes,
